Callsign,Packet,Lat,Lon,Hours,Minutes,Seconds,Alt,AscentRate,Speed,Sats,Temp,Pressure,Humidity,Batt,CNT1_1,CNT1_2,CNT1_3,CNT1_4,CNT2_1,CNT2_2,CNT2_3,CNT2_4,CNT3_1,CNT3_2,CNT3_3,CNT3_4,CNTTemp,CNTHumid
W0MXX,167,4243656,-7237690,18,31,35,12816,9.7,120,13,14.7,181.0,1.2,3.1,14,33,34,35,18397,18927,20793,13693,14147,9665,9838,3384,0.0,0.0
W0MXX,168,4243976,-7236950,18,31,55,12891,8.2,127,13,14.5,178.7,1.2,3.0,13,33,34,34,18215,18735,20573,13557,14035,9578,9740,3364,0.0,0.0
W0MXX,169,4244285,-7236221,18,32,15,12978,9.7,133,13,14.4,176.1,1.2,3.1,17,31,38,37,18157,18676,20496,13514,13975,9527,9682,3347,0.0,0.0
W0MXX,170,4244597,-7235503,18,32,35,13066,9.7,131,13,14.2,173.7,1.2,3.0,17,34,39,35,18081,18594,20402,13458,13954,9520,9678,3350,0.0,0.0
W0MXX,171,4244939,-7234776,18,32,55,13166,11.0,131,13,14.1,170.8,1.2,3.1,19,33,39,36,18011,18535,20344,13402,14131,9641,9797,3383,0.0,0.0
W0MXX,172,4245239,-7234057,18,33,15,13262,10.5,123,13,13.9,168.7,1.2,3.0,16,37,40,38,17884,18434,20216,13309,14088,9602,9764,3372,0.0,0.0
W0MXX,173,4245548,-7233350,18,33,35,13366,11.4,136,13,13.8,166.4,1.2,3.0,20,32,38,37,17910,18466,20264,13329,14093,9598,9756,3372,0.0,0.0
W0MXX,174,4245867,-7232603,18,33,55,13442,8.4,127,13,13.6,164.4,1.3,3.1,21,34,38,37,17831,18391,20174,13262,14013,9531,9699,3355,0.0,0.0
W0MXX,175,4246183,-7231847,18,34,15,13520,8.6,127,13,13.5,162.2,1.3,3.0,16,33,39,36,17814,18378,20172,13262,14077,9580,9749,3371,0.0,0.0
W0MXX,176,4246471,-7231114,18,34,35,13606,9.5,125,13,13.3,160.2,1.4,3.0,19,34,39,38,17756,18312,20094,13210,14096,9585,9760,3373,0.0,0.0
W0MXX,177,4246732,-7230365,18,34,55,13684,8.6,119,13,13.2,158.2,1.4,3.1,18,35,38,35,17701,18272,20038,13173,14102,9579,9761,3372,0.0,0.0
W0MXX,178,4246989,-7229645,18,35,15,13771,9.6,120,13,13.1,156.2,1.4,3.0,20,33,33,38,17586,18154,19913,13088,14049,9549,9719,3364,0.0,0.0
W0MXX,179,4247268,-7228949,18,35,35,13850,8.7,116,13,12.9,154.3,1.4,3.0,18,33,37,34,17518,18101,19842,13034,14046,9543,9707,3360,0.0,0.0
W0MXX,180,4247509,-7228251,18,35,55,13929,8.8,109,13,12.8,152.3,1.4,3.0,18,33,36,37,17409,17987,19716,12946,13990,9485,9672,3347,0.0,0.0
W0MXX,181,4247872,-7227097,18,36,30,14098,12.6,108,13,12.6,149.9,1.4,3.0,17,58,79,72,17398,17991,19919,13115,15429,9670,9617,3334,0.0,0.0
W0MXX,182,4247958,-7226817,18,36,39,14132,3.8,86,13,12.5,148.0,1.4,3.0,16,30,32,33,17289,17867,19590,12866,13944,9457,9633,3339,0.0,0.0
W0MXX,183,4248145,-7226230,18,36,59,14223,10.0,90,13,12.4,146.0,1.4,3.0,17,36,39,34,17171,17761,19473,12773,13841,9385,9550,3314,0.0,0.0
W0MXX,184,4248338,-7225585,18,37,19,14314,10.1,107,12,12.3,143.9,1.4,3.0,17,32,33,30,17116,17715,19418,12727,13805,9343,9514,3302,0.0,0.0
W0MXX,185,4248498,-7224973,18,37,39,14411,10.6,106,12,12.1,142.1,1.4,3.0,19,29,33,33,17024,17624,19309,12653,13757,9296,9482,3292,0.0,0.0
W0MXX,186,4248669,-7224402,18,37,59,14501,9.9,97,12,12.0,140.0,1.4,3.0,15,29,37,34,16936,17534,19216,12585,13655,9218,9394,3274,0.0,0.0
W0MXX,187,4248866,-7223861,18,38,19,14586,9.3,84,12,11.9,137.9,1.4,3.0,15,30,35,33,16943,17546,19224,12600,13818,9352,9521,3312,0.0,0.0
W0MXX,188,4249088,-7223346,18,38,39,14673,9.7,94,12,11.8,136.0,1.4,3.0,15,28,33,32,16869,17468,19139,12549,13819,9352,9534,3312,0.0,0.0
W0MXX,189,4249288,-7222806,18,38,59,14765,10.1,84,12,11.6,134.2,1.4,3.0,17,28,28,35,16744,17332,18995,12447,13713,9263,9454,3287,0.0,0.0
W0MXX,190,4249486,-7222239,18,39,19,14856,10.0,91,12,11.5,132.1,1.4,3.0,16,30,33,31,16753,17348,19011,12466,13864,9384,9572,3319,0.0,0.0
W0MXX,191,4249627,-7221633,18,39,39,14951,10.5,104,12,11.4,130.2,1.4,3.0,15,29,30,31,16680,17281,18920,12399,13766,9291,9502,3299,0.0,0.0
W0MXX,192,4249737,-7221020,18,39,59,15050,10.9,109,12,11.3,128.1,1.4,3.0,15,34,32,27,16621,17217,18854,12349,13708,9243,9426,3276,0.0,0.0
W0MXX,193,4249837,-7220427,18,40,19,15150,11.0,102,12,11.2,126.2,1.4,3.0,16,32,31,31,16521,17121,18754,12284,13642,9212,9393,3267,0.0,0.0
W0MXX,194,4249894,-7219897,18,40,39,15243,10.2,77,12,11.1,124.4,1.4,3.0,14,29,35,28,16376,16976,18585,12173,13535,9129,9317,3243,0.0,0.0
W0MXX,195,4249964,-7219351,18,40,59,15343,11.1,63,12,11.0,122.4,1.4,3.0,12,27,32,28,16295,16901,18506,12121,13524,9122,9314,3242,0.0,0.0
W0MXX,196,4250042,-7218884,18,41,19,15445,11.3,84,12,10.9,120.8,1.4,3.0,11,26,30,30,16238,16849,18448,12069,13517,9103,9314,3241,0.0,0.0
W0MXX,197,4250138,-7218447,18,41,39,15544,10.8,62,12,10.8,119.3,1.4,3.0,10,25,27,32,16200,16823,18418,12042,13565,9137,9358,3251,0.0,0.0
W0MXX,198,4250213,-7218030,18,41,59,15623,8.7,59,12,10.7,117.7,1.3,3.0,12,30,29,27,16180,16813,18385,12033,13664,9215,9429,3273,0.0,0.0
W0MXX,199,4250292,-7217629,18,42,19,15712,9.8,66,12,10.6,116.0,1.3,3.0,10,27,28,29,16151,16788,18387,11989,13657,9210,9434,3273,0.0,0.0
W0MXX,200,4250332,-7217299,18,42,39,15800,9.8,39,11,10.5,114.4,1.3,3.0,11,24,25,28,16115,16764,18370,11953,13692,9224,9470,3273,0.0,0.0
W0MXX,201,4250370,-7216977,18,42,59,15895,10.5,38,12,10.4,112.8,1.3,3.0,14,25,32,26,16037,16696,18286,11899,13599,9149,9390,3254,0.0,0.0
W0MXX,202,4250422,-7216686,18,43,19,15979,9.2,46,12,10.3,111.2,1.3,3.0,10,27,29,28,15959,16606,18190,11835,13549,9110,9363,3241,0.0,0.0
W0MXX,203,4250493,-7216379,18,43,39,16079,11.0,37,12,10.2,109.5,1.3,3.0,14,29,26,29,15929,16585,18161,11821,13499,9086,9333,3232,0.0,0.0
W0MXX,204,4250577,-7216044,18,43,59,16174,10.6,53,12,10.1,108.0,1.4,3.0,12,24,30,29,15811,16455,18021,11723,13390,8990,9242,3206,0.0,0.0
W0MXX,205,4250660,-7215690,18,44,19,16262,9.7,46,11,10.0,106.3,1.4,3.0,9,25,27,27,15726,16365,17921,11668,13331,8962,9217,3194,0.0,0.0
W0MXX,206,4250742,-7215349,18,44,39,16375,12.4,62,12,9.9,104.8,1.3,3.0,7,23,25,24,15686,16337,17884,11632,13361,8981,9216,3188,0.0,0.0
W0MXX,207,4250830,-7215076,18,44,59,16466,10.0,42,12,9.8,103.3,1.4,3.0,8,21,24,25,15634,16275,17825,11601,13356,8975,9230,3198,0.0,0.0
W0MXX,208,4250953,-7214808,18,45,19,16563,10.8,51,12,9.7,101.8,1.3,3.0,10,22,26,26,15528,16167,17702,11511,13260,8891,9160,3171,0.0,0.0
W0MXX,209,4251122,-7214520,18,45,39,16654,10.0,62,12,9.7,100.3,1.3,3.0,7,22,21,25,15479,16124,17658,11482,13319,8945,9210,3188,0.0,0.0
W0MXX,210,4251320,-7214212,18,45,59,16743,9.9,59,12,9.6,99.1,1.4,3.0,8,20,24,22,15442,16120,17648,11459,13374,8996,9262,3204,0.0,0.0
W0MXX,211,4251496,-7213857,18,46,19,16825,9.0,69,12,9.5,97.7,1.4,3.0,7,21,24,19,15364,16032,17551,11401,13283,8916,9193,3181,0.0,0.0
W0MXX,212,4251633,-7213556,18,46,39,16903,8.6,37,12,9.4,96.2,1.4,3.0,5,19,21,25,15296,15967,17474,11293,13242,8883,9183,3177,0.0,0.0
W0MXX,213,4251811,-7213327,18,46,59,17002,10.9,42,12,9.4,95.1,1.4,3.0,10,17,22,22,15318,15992,17506,11345,13298,8931,9226,3183,0.0,0.0
W0MXX,214,4252005,-7213091,18,47,19,17090,9.7,47,12,9.3,93.7,1.4,3.0,7,21,23,23,15160,15830,17330,11218,13156,8819,9126,3150,0.0,0.0
W0MXX,215,4252176,-7212799,18,47,39,17174,9.2,58,12,9.2,92.4,1.4,3.0,5,22,23,24,15099,15771,17260,11167,13083,8767,9065,3133,0.0,0.0
W0MXX,216,4252337,-7212550,18,47,59,17259,9.4,44,12,9.1,91.1,1.4,3.0,7,25,21,25,15045,15706,17193,11127,13056,8753,9056,3133,0.0,0.0
W0MXX,217,4252501,-7212311,18,48,19,17356,10.7,42,12,9.0,89.7,1.4,3.0,4,21,23,21,14949,15598,17084,11063,12980,8706,8994,3115,0.0,0.0
W0MXX,218,4252632,-7212049,18,48,39,17461,11.6,50,12,9.0,88.4,1.4,3.0,7,24,28,26,14925,15588,17068,11045,12961,8689,8985,3110,0.0,0.0
W0MXX,219,4252767,-7211777,18,48,59,17559,10.8,52,12,8.9,87.1,1.4,3.0,6,22,26,23,14838,15493,16965,10982,12985,8710,9021,3120,0.0,0.0
W0MXX,220,4252843,-7211521,18,49,19,17643,9.2,33,12,8.8,85.9,1.4,3.0,7,22,25,24,14844,15486,16957,10963,12982,8694,9019,3111,0.0,0.0
W0MXX,221,4252904,-7211266,18,49,39,17742,10.9,43,12,8.7,84.5,1.4,3.0,10,23,27,27,14785,15433,16897,10932,12971,8690,9023,3114,0.0,0.0
W0MXX,222,4252956,-7211070,18,49,59,17843,11.1,21,11,8.7,83.3,1.4,3.0,9,26,24,25,14737,15396,16860,10906,13004,8736,9066,3124,0.0,0.0
W0MXX,223,4253000,-7210900,18,50,19,17928,9.5,20,11,8.6,82.2,1.4,3.0,8,23,27,27,14720,15366,16829,10887,13017,8746,9075,3129,0.0,0.0
W0MXX,224,4253099,-7210712,18,50,39,18021,10.2,41,11,8.5,81.0,1.4,3.0,8,23,28,25,14658,15310,16756,10839,12937,8675,9010,3103,0.0,0.0
W0MXX,225,4253180,-7210528,18,50,59,18099,8.6,38,11,8.4,79.8,1.4,3.0,8,25,26,29,14607,15257,16707,10801,12906,8665,9000,3105,0.0,0.0
W0MXX,226,4253215,-7210373,18,51,19,18209,12.1,19,11,8.4,78.7,1.4,3.0,10,25,28,26,14565,15224,16659,10765,12927,8683,9023,3113,0.0,0.0
W0MXX,227,4253238,-7210273,18,51,39,18302,10.3,21,11,8.3,77.5,1.4,3.0,11,24,26,29,14539,15196,16636,10744,12976,8724,9080,3125,0.0,0.0
W0MXX,228,4253287,-7210233,18,51,59,18399,10.6,7,11,8.2,76.3,1.4,3.0,9,25,28,29,14486,15139,16580,10694,12878,8656,8991,3097,0.0,0.0
W0MXX,229,4253383,-7210141,18,52,19,18489,10.0,28,11,8.2,75.3,1.4,3.0,11,26,27,27,14439,15103,16532,10647,12870,8644,8975,3082,0.0,0.0
W0MXX,230,4253487,-7210046,18,52,39,18585,10.5,35,11,8.1,74.2,1.4,3.0,10,27,28,27,14332,14996,16408,10558,12656,8488,8843,3050,0.0,0.0
W0MXX,231,4253572,-7209919,18,52,59,18686,11.2,22,11,8.0,73.1,1.4,3.0,9,26,30,28,14340,15011,16437,10568,12772,8584,8936,3077,0.0,0.0
W0MXX,232,4253628,-7209741,18,53,19,18791,11.6,24,11,7.9,72.0,1.4,3.0,11,26,29,28,14255,14922,16336,10496,12682,8509,8845,3039,0.0,0.0
W0MXX,233,4253660,-7209553,18,53,39,18884,10.2,43,11,7.9,70.9,1.4,3.0,11,27,28,30,14166,14848,16249,10422,12615,8463,8840,3039,0.0,0.0
W0MXX,234,4253669,-7209355,18,53,59,18987,11.4,35,11,7.8,69.8,1.3,3.0,12,26,29,29,14121,14789,16194,10379,12529,8406,8770,3015,0.0,0.0
W0MXX,235,4253644,-7209183,18,54,19,19092,11.6,22,11,7.8,68.7,1.4,3.0,11,27,30,29,14116,14813,16220,10358,12547,8428,8787,3021,0.0,0.0
W0MXX,236,4253649,-7209021,18,54,39,19189,10.7,22,11,7.7,67.8,1.4,3.0,11,28,29,29,14046,14729,16130,10287,12451,8352,8712,2996,0.0,0.0
W0MXX,237,4253639,-7208892,18,54,59,19273,9.3,28,11,7.6,66.8,1.4,3.0,12,28,29,29,13961,14668,16069,10231,12471,8375,8746,3006,0.0,0.0
W0MXX,238,4253637,-7208814,18,55,19,19377,11.5,9,11,7.6,65.9,1.4,3.0,11,27,31,29,13921,14624,16013,10188,12442,8358,8735,2999,0.0,0.0
W0MXX,239,4253667,-7208722,18,55,39,19469,10.1,13,11,7.5,65.0,1.4,3.0,11,29,27,31,13854,14557,15932,10134,12388,8314,8699,2986,0.0,0.0
W0MXX,240,4253697,-7208709,18,55,59,19551,9.0,9,11,7.5,64.0,1.4,3.0,11,28,30,30,13830,14531,15904,10159,12487,8397,8778,3010,0.0,0.0
W0MXX,241,4253727,-7208741,18,56,34,19717,12.4,12,11,7.4,62.8,1.4,3.0,31,79,82,28,13788,14578,16141,10395,13455,8482,9026,3146,0.0,0.0
W0MXX,242,4253755,-7208717,18,56,43,19764,5.1,10,11,7.4,61.9,1.4,3.0,11,26,29,27,13764,14464,15828,10123,12504,8421,8813,3015,0.0,0.0
W0MXX,243,4253785,-7208651,18,57,03,19857,10.3,8,11,7.3,61.0,1.3,3.0,12,27,30,29,13738,14446,15800,10166,12493,8407,8828,3016,0.0,0.0
W0MXX,244,4253828,-7208541,18,57,23,19944,9.6,15,11,7.2,60.2,1.3,3.0,11,28,29,29,13714,14423,15768,10156,12497,8407,8838,3018,0.0,0.0
W0MXX,245,4253822,-7208433,18,57,43,20041,10.6,20,11,7.2,59.3,1.4,3.0,11,28,30,29,13678,14385,15726,10140,12513,8449,8874,3028,0.0,0.0
W0MXX,246,4253804,-7208339,18,58,03,20126,9.5,17,11,7.2,58.4,1.4,3.0,10,27,30,27,13644,14356,15696,10109,12481,8410,8841,3014,0.0,0.0
W0MXX,247,4253742,-7208380,18,58,23,20258,14.5,26,11,7.1,57.4,1.3,3.0,11,26,30,29,13591,14310,15641,10072,12438,8384,8814,3005,0.0,0.0
W0MXX,248,4253715,-7208494,18,58,43,20344,9.5,22,11,7.1,56.6,1.3,3.0,12,25,30,28,13553,14272,15604,10036,12449,8396,8840,3013,0.0,0.0
W0MXX,249,4253722,-7208587,18,59,03,20436,10.1,3,11,7.0,55.9,1.3,3.0,12,27,29,28,13531,14252,15577,10023,12446,8399,8842,3008,0.0,0.0
W0MXX,250,4253704,-7208658,18,59,23,20544,11.9,8,11,6.9,55.1,1.3,3.0,10,27,30,31,13517,14241,15567,10012,12413,8391,8823,3002,0.0,0.0
W0MXX,251,4253730,-7208656,18,59,43,20631,9.6,20,11,6.9,54.3,1.3,3.0,13,27,29,31,13467,14182,15505,9975,12445,8410,8858,3012,0.0,0.0
W0MXX,252,4253763,-7208630,19,00,03,20727,10.5,15,11,6.8,53.5,1.3,3.0,12,26,30,30,13477,14182,15510,9981,12522,8479,8941,3030,0.0,0.0
W0MXX,253,4253736,-7208633,19,00,23,20812,9.4,17,11,6.7,52.8,1.4,3.0,12,27,29,29,13436,14153,15467,9943,12390,8381,8842,2994,0.0,0.0
W0MXX,254,4253722,-7208677,19,00,43,20910,10.8,12,11,6.7,52.0,1.4,3.0,10,27,30,31,13447,14168,15490,9965,12475,8458,8914,3017,0.0,0.0
W0MXX,255,4253698,-7208728,19,01,03,21014,11.4,11,11,6.7,51.3,1.4,3.0,11,27,30,30,13403,14115,15434,9922,12419,8419,8890,3009,0.0,0.0
W0MXX,256,4253664,-7208816,19,01,23,21108,10.4,13,11,6.6,50.6,1.4,3.0,12,26,29,28,13353,14075,15381,9883,12393,8398,8867,2995,0.0,0.0
W0MXX,257,4253637,-7208886,19,01,43,21190,9.1,23,9,6.5,49.9,1.4,3.0,10,26,29,30,13317,14042,15342,9860,12374,8420,8904,3009,0.0,0.0
W0MXX,258,4253643,-7208948,19,02,03,21285,10.5,8,9,6.5,49.1,1.4,3.0,11,26,29,31,13328,14050,15360,9872,12418,8438,8908,3005,0.0,0.0
W0MXX,259,4253624,-7208958,19,02,23,21387,11.3,16,9,6.5,48.4,1.4,3.0,10,26,31,29,13259,13985,15276,9819,12353,8383,8861,2988,0.0,0.0
W0MXX,260,4253562,-7209015,19,02,43,21486,10.9,12,9,6.4,47.7,1.4,3.0,11,26,29,28,13258,13976,15273,9819,12422,8449,8922,3003,0.0,0.0
W0MXX,261,4253483,-7209097,19,03,03,21589,11.3,21,9,6.4,46.9,1.4,3.0,9,26,29,30,13234,13960,15256,9803,12426,8450,8936,3009,0.0,0.0
W0MXX,262,4253410,-7209256,19,03,23,21700,12.2,26,9,6.3,46.3,1.4,3.0,11,28,29,29,13181,13907,15191,9762,12380,8426,8921,2999,0.0,0.0
W0MXX,263,4253363,-7209452,19,03,43,21806,11.7,35,9,6.3,45.5,1.4,3.0,9,25,30,29,13158,13886,15167,9745,12389,8423,8931,2999,0.0,0.0
W0MXX,264,4253362,-7209657,19,04,03,21898,10.1,33,9,6.3,44.8,1.4,3.0,10,26,30,29,13137,13866,15140,9730,12388,8444,8951,3004,0.0,0.0
W0MXX,265,4253349,-7209827,19,04,23,21995,10.7,35,9,6.2,44.2,1.4,3.0,10,25,29,28,13157,13885,15166,9740,12434,8491,8990,3011,0.0,0.0
W0MXX,266,4253343,-7210000,19,04,43,22082,9.6,29,9,6.2,43.5,1.4,3.0,10,27,29,26,13135,13862,15143,9727,12430,8487,8996,3014,0.0,0.0
W0MXX,267,4253350,-7210175,19,05,03,22174,10.1,27,9,6.2,43.0,1.4,3.0,9,25,29,28,13090,13817,15097,9701,12392,8460,8971,3004,0.0,0.0
W0MXX,268,4253392,-7210310,19,05,23,22275,11.2,13,9,6.1,42.3,1.4,3.0,8,24,28,28,13046,13781,15053,9659,12355,8430,8964,2994,0.0,0.0
W0MXX,269,4253442,-7210403,19,05,43,22364,9.8,3,9,6.1,41.6,1.4,3.0,9,25,29,27,13012,13736,15007,9635,12308,8399,8924,2978,0.0,0.0
W0MXX,270,4253451,-7210500,19,06,03,22465,11.1,20,9,6.1,41.0,1.4,3.0,10,25,28,27,12994,13717,14982,9617,12311,8408,8939,2987,0.0,0.0
W0MXX,271,4253455,-7210678,19,06,23,22562,10.7,34,9,6.0,40.5,1.4,3.0,10,26,26,27,12951,13669,14934,9589,12301,8405,8932,2982,0.0,0.0
W0MXX,272,4253502,-7210885,19,06,43,22668,11.6,21,9,6.0,39.9,1.4,3.0,7,24,28,27,12912,13631,14894,9557,12238,8364,8895,2969,0.0,0.0
W0MXX,273,4253549,-7211066,19,07,03,22763,10.5,24,9,5.9,39.3,1.4,3.0,9,24,27,27,12918,13651,14915,9570,12298,8426,8940,2981,0.0,0.0
W0MXX,274,4253574,-7211257,19,07,23,22857,10.3,29,9,5.9,38.8,1.4,3.0,9,25,28,29,12828,13557,14803,9503,12196,8343,8875,2956,0.0,0.0
W0MXX,275,4253589,-7211487,19,07,43,22964,11.8,25,10,5.9,38.2,1.4,3.0,8,25,27,28,12799,13519,14762,9483,12136,8316,8833,2946,0.0,0.0
W0MXX,276,4253620,-7211753,19,08,03,23079,12.7,35,10,5.8,37.5,1.4,3.0,10,24,27,27,12795,13536,14784,9482,12121,8294,8814,2937,0.0,0.0
W0MXX,277,4253646,-7211968,19,08,23,23174,10.5,33,10,5.8,37.1,1.4,3.0,9,23,29,29,12777,13506,14751,9471,12211,8374,8901,2964,0.0,0.0
W0MXX,278,4253664,-7212234,19,08,43,23269,10.4,38,10,5.8,36.5,1.4,3.0,7,25,27,27,12743,13486,14719,9445,12203,8366,8915,2963,0.0,0.0
W0MXX,279,4253671,-7212442,19,09,03,23362,10.3,28,10,5.7,36.1,1.4,3.0,9,24,30,27,12731,13472,14706,9432,12178,8353,8905,2956,0.0,0.0
W0MXX,280,4253691,-7212575,19,09,23,23453,10.0,2,10,5.7,35.5,1.4,3.0,8,23,29,26,12678,13416,14644,9394,12173,8353,8907,2959,0.0,0.0
W0MXX,281,4253691,-7212666,19,09,43,23543,9.9,16,10,5.6,34.9,1.4,3.0,8,25,27,28,12676,13405,14639,9390,12142,8342,8892,2953,0.0,0.0
W0MXX,282,4253644,-7212813,19,10,03,23636,10.3,16,10,5.6,34.4,1.4,3.0,10,24,27,29,12608,13330,14556,9341,12011,8247,8795,2921,0.0,0.0
W0MXX,283,4253574,-7212984,19,10,23,23738,11.2,24,10,5.6,33.9,1.4,3.0,10,23,26,28,12620,13352,14574,9340,12106,8327,8864,2937,0.0,0.0
W0MXX,284,4253471,-7213140,19,10,43,23844,11.7,24,10,5.5,33.4,1.4,3.0,7,23,27,25,12592,13314,14536,9320,12081,8308,8869,2944,0.0,0.0
W0MXX,285,4253378,-7213344,19,11,03,23944,11.0,42,10,5.5,33.0,1.4,3.0,9,24,29,27,12614,13345,14579,9335,12107,8346,8899,2946,0.0,0.0
W0MXX,286,4253313,-7213638,19,11,23,24045,11.1,55,10,5.5,32.4,1.4,3.0,8,25,28,28,12596,13320,14544,9319,12138,8374,8938,2957,0.0,0.0
W0MXX,287,4253279,-7213949,19,11,43,24157,12.4,55,10,5.4,31.9,1.4,3.0,7,26,26,28,12560,13310,14523,9303,12116,8359,8928,2953,0.0,0.0
W0MXX,288,4253245,-7214283,19,12,03,24266,12.0,44,10,5.4,31.4,1.4,3.0,7,23,27,27,12536,13278,14489,9272,12136,8377,8944,2952,0.0,0.0
W0MXX,289,4253233,-7214635,19,12,23,24385,13.2,61,10,5.3,30.9,1.4,3.0,9,25,28,25,12483,13222,14430,9238,12062,8317,8902,2941,0.0,0.0
W0MXX,290,4253286,-7215000,19,12,43,24498,12.5,60,10,5.3,30.3,1.4,3.0,9,24,27,28,12495,13242,14451,9243,12112,8376,8940,2954,0.0,0.0
W0MXX,291,4253373,-7215371,19,13,03,24609,12.1,60,10,5.3,29.9,1.4,3.0,8,24,26,27,12438,13183,14389,9206,12035,8300,8885,2931,0.0,0.0
W0MXX,292,4253496,-7215681,19,13,23,24713,11.5,51,10,5.2,29.4,1.4,3.0,7,25,28,25,12445,13191,14401,9213,12063,8340,8917,2940,0.0,0.0
W0MXX,293,4253588,-7215966,19,13,43,24817,11.5,38,10,5.2,29.0,1.4,3.0,8,25,26,27,12410,13161,14365,9180,12084,8353,8939,2947,0.0,0.0
W0MXX,294,4253672,-7216254,19,14,03,24924,11.8,36,10,5.2,28.6,1.4,3.0,8,24,27,28,12390,13140,14341,9166,12087,8360,8950,2948,0.0,0.0
W0MXX,295,4253726,-7216468,19,14,23,25013,9.8,23,10,5.1,28.1,1.4,3.0,7,23,27,27,12372,13113,14309,9155,12048,8340,8924,2939,0.0,0.0
W0MXX,296,4253764,-7216675,19,14,43,25118,11.5,30,10,5.1,27.7,1.4,3.0,8,23,28,26,12316,13076,14263,9113,12009,8305,8902,2930,0.0,0.0
W0MXX,297,4253737,-7216970,19,15,03,25210,10.1,47,10,5.1,27.4,1.4,3.0,7,23,26,27,12286,13048,14230,9092,12016,8317,8918,2932,0.0,0.0
W0MXX,298,4253715,-7217304,19,15,23,25309,11.0,63,10,5.0,27.0,1.4,3.0,10,24,28,28,12263,13021,14204,9075,11985,8298,8905,2929,0.0,0.0
W0MXX,299,4253705,-7217632,19,15,43,25396,9.6,53,10,5.0,26.6,1.4,3.0,9,24,28,27,12239,13009,14181,9060,11956,8292,8889,2925,0.0,0.0
W0MXX,300,4253751,-7217977,19,16,03,25483,9.6,49,10,5.0,26.2,1.5,3.0,8,24,28,26,12217,12990,14163,9044,11952,8280,8888,2918,0.0,0.0
W0MXX,301,4253952,-7218567,19,16,38,25652,12.6,43,10,4.9,25.9,1.5,2.9,53,42,52,71,12354,13120,14239,9076,12030,8355,8958,2944,0.0,0.0
W0MXX,302,4254007,-7218690,19,16,47,25698,5.0,45,10,4.9,25.5,1.5,3.0,10,25,28,27,12278,13062,14249,9088,12184,8472,9089,2978,0.0,0.0
W0MXX,303,4254098,-7218929,19,17,07,25787,9.8,36,10,4.9,25.1,1.4,3.0,10,25,26,29,12240,13012,14193,9058,12131,8422,9061,2969,0.0,0.0
W0MXX,304,4254111,-7219194,19,17,27,25883,10.6,43,11,4.9,24.7,1.5,3.0,7,25,29,27,12213,12994,14164,9038,12087,8389,9029,2953,0.0,0.0
W0MXX,305,4254118,-7219503,19,17,47,26008,13.8,31,11,4.8,24.3,1.5,3.0,8,22,26,27,12184,12955,14127,9014,12031,8350,8981,2941,0.0,0.0
W0MXX,306,4254181,-7219787,19,18,07,26122,12.6,41,11,4.8,23.9,1.5,3.0,9,23,27,27,12152,12918,14088,8996,11985,8324,8955,2933,0.0,0.0
W0MXX,307,4254205,-7220106,19,18,27,26231,12.0,47,11,4.8,23.6,1.5,2.9,8,24,29,29,12120,12881,14049,8972,11972,8319,8956,2929,0.0,0.0
W0MXX,308,4254221,-7220400,19,18,47,26333,11.2,34,11,4.8,23.2,1.5,3.0,9,22,27,27,12095,12860,14022,8955,11951,8305,8931,2923,0.0,0.0
W0MXX,309,4254238,-7220651,19,19,07,26440,11.8,55,11,4.7,22.9,1.5,3.0,7,25,27,28,12116,12881,14054,8974,12001,8354,8981,2939,0.0,0.0
W0MXX,310,4254279,-7221033,19,19,27,26556,12.8,64,11,4.7,23.4,1.5,3.0,7,21,26,27,12009,12765,13922,8906,11792,8196,8816,2882,0.0,0.0
W0MXX,311,4254333,-7221240,19,19,47,26326,-25.5,40,11,4.7,25.9,1.5,3.0,6,23,28,28,11883,12626,13768,8808,11457,7952,8540,2807,0.0,0.0
W0MXX,312,4254387,-7221610,19,20,07,25354,-107.2,47,11,4.6,28.6,1.5,2.9,8,24,28,27,11781,12501,13642,8722,11302,7840,8412,2769,0.0,0.0
W0MXX,313,4254412,-7221914,19,20,27,24686,-73.6,43,11,4.6,31.5,1.5,3.0,10,25,27,30,11690,12403,13534,8657,11170,7760,8310,2740,0.0,0.0
W0MXX,314,4254472,-7222234,19,20,47,24029,-72.5,49,11,4.6,34.5,1.5,2.9,7,24,26,25,11539,12243,13370,8540,10979,7612,8164,2694,0.0,0.0
W0MXX,315,4254419,-7222403,19,21,07,23424,-66.8,13,11,4.5,37.7,1.5,3.0,9,24,26,27,11407,12103,13220,8437,10787,7465,7993,2642,0.0,0.0
W0MXX,316,4254406,-7222549,19,21,27,22856,-62.7,29,11,4.5,41.0,1.4,3.0,7,23,27,27,11245,11927,13026,8318,10585,7318,7838,2599,0.0,0.0
W0MXX,317,4254416,-7222687,19,21,47,22303,-61.0,18,11,4.5,44.4,1.4,3.0,8,25,25,28,11139,11804,12903,8243,10463,7243,7747,2575,0.0,0.0
W0MXX,318,4254447,-7222817,19,22,07,21776,-58.1,27,11,4.4,48.2,1.4,3.0,7,24,25,25,10970,11625,12698,8113,10264,7092,7574,2524,0.0,0.0
W0MXX,319,4254426,-7222944,19,22,27,21256,-57.3,12,11,4.4,51.9,1.4,2.9,8,23,26,26,10908,11560,12623,8063,10233,7057,7556,2512,0.0,0.0
